Rank,Name,Breed,Gender,Age,End_Of_Watch,Day_Of_Week,Cause,Department,State,Tour,Weapon,Offender,Summary
K9,Windy,Bloodhound,Female,5.0,2019-07-25,Thursday,Exposure to toxins,"Riverside County Sheriff's Department, California",California,5 years,,,"K9 Windy died after contracting Valley Fever while handling a tracking call in a desert area of Riverside County in May 2019.She ingested Valley Fever fungal spores during a track and became ill. Her condition worsened and she was medically retired from the department. She passed away two weeks later as a result of the illness on July 25th, 2019.K9 Windy had served with the Riverside County Sheriff's Department for five years and served as a tracking bloodhound. She had a total of 50 documented finds."
K9,Rambo,Belgian Malinois,Male,4.0,2019-08-16,Friday,Struck by vehicle,"Greensboro Police Department, North Carolina",North Carolina,3 years,,Arrested,"K9 Rambo was struck and killed by a vehicle while conducting a canine track of a robbery suspect at approximately 8:30 pm.He was struck by a vehicle that was unrelated to the crime. The robbery suspect was arrested in October 2019 after fleeing to Springfield, Massachusetts.K9 Rambo had served with the Greensboro Police Department for three years."
K9,Chucky,Belgian Malinois,Male,6.0,2019-01-25,Friday,Gunfire,"Bexar County Sheriff's Office, Texas",Texas,4 years,Handgun,Shot and wounded,"K9 Chucky was shot and killed in the area of West Loop 1604 and Highway 151 while attempting an apprehension of a subject following a vehicle pursuit.The pursuit had started in Karnes City and had traveled through Karnes County and Wilson County before entering Bexar County. K9 Chucky was deployed for an apprehension after the vehicle stopped. K9 Chucky was able to bite the subject before the man produced a handgun and fatally shot him.Other deputies and troopers returned fire, wounding the man.K9 Chucky had served with the Bexar County Sheriff's Office for four years and was trained in narcotics detection and patrol."
K9,Ozzy,Belgian Malinois-German Shepherd mix,Male,,2019-08-14,Wednesday,Heatstroke,"Long Beach Police Department, California",California,,,,K9 Ozzy died of heat exhaustion after being inadvertently left in his handler's department vehicle.K9 Ozzy had served with the Long Beach Police Department for five years.
K9,Thor,German Shepherd,Male,8.0,2019-09-03,Tuesday,Heatstroke,"Vicksburg Police Department, Mississippi",Mississippi,7 years,,,"K9 Thor died of heat exhaustion after the patrol car's engine failed outside of the Vicksburg Police Department.Thor remained in the vehicle as his handler went into the police station for less than 30 minutes. The patrol car's engine was left with the air conditioning running, but the engine shut off unexpectedly. Thor's handler rushed him to a veterinarian when he discovered him in distress, but they were unable to revive him.K9 Thor had served with the Vicksburg Police Department for seven years and was credited with more than 60 felony apprehensions."
K9,Havoc,Belgian Malinois,Male,7.0,2019-07-16,Tuesday,Struck by vehicle,"Utah County Sheriff's Office, Utah",Utah,"6 years, 6 months",,,K9 Havoc was struck and killed by a vehicle on Vineyard Road in the area of Vineyard Beach at 9:15 am.His handler stopped to let K9 Havoc take a break in a parking lot more than 200 feet from the roadway. As K9 Havoc inspected the area he suddenly ran towards the roadway and failed to obey his handler's commands to return. He was struck by a vehicle once he entered the roadway.He was able to return to his handler who immediately took him to a veterinary clinic. He passed away approximately one hour later while being treated for his injuries.K9 Havoc had served with the Utah County Sheriff's Office for 6-1/2 years and was certified in narcotics detection and patrol. He had taken third place in vehicle narcotics search at the Las Vegas Metro Police K-9 Trials in October 2018.
K9,Max,German Shepherd,Male,6.0,2019-05-23,Thursday,Training accident,"Portsmouth Police Department, New Hampshire",New Hampshire,,,,"K9 Max suffered fatal injuries during a training exercise in Rollinsford, New Hampshire, on May 22nd, 2019.His handler was conducting obedience training with Max and allowing him to run off lead. Max was running full speed and mistimed a jump over a wooden structure while attempting to get his ball. He suffered severe internal injuries as a result of colliding with the structure.K9 Max was transported to a local veterinary hospital where his conditioned deteriorated. The following day it was determined that the best course of treatment was to be humanely euthanized.K9 Max had served with the Portsmouth Police Department for five years."
K9,King,Belgian Malinois,Male,7.0,2020-07-12,Sunday,Heart attack,"Calcasieu Parish Sheriff's Office, Louisiana",Louisiana,4 years,,,K9 King died as the result of heat exhaustion following a track of a domestic violence suspect in the 2200 block of North Perkins Ferry Road in Lake Charles.K9 King had served with the Calcasieu Parish Sheriff's Office for four years.
K9,Bonnie,Labrador Retriever,Female,7.0,2020-07-16,Thursday,Struck by vehicle,"University of Nevada Reno Police Department, Nevada",Nevada,5 years,,,K9 Bonnie was struck and killed by a vehicle in the area of Sutro Street and Wedekind Road while she and her handler assisted the Reno Police Department during a shooting investigation.Bonnie and her handler had responded to the area to assist with conducting a track. She was rushed to a local veterinary hospital after being struck but succumbed to her injuries.K9 Bonnie had served with the University of Nevada Reno Police Department for five years.
K9,Ike,Belgian Malinois,Male,,2020-06-27,Saturday,Heatstroke,"Maricopa Police Department, Arizona",Arizona,,,,K9 Ike died after showing symptoms of heat exhaustion while on duty the following evening.K9 Ike had served with the Maricopa Police Department for 11 years.
K9,Blue,Labrador Retriever,Male,5.0,2020-05-26,Tuesday,Duty related illness,"South Carolina Department of Natural Resources, South Carolina",South Carolina,3 years,,,"K9 Blue died of a medical emergency after conducting a training track in Old Santee Canal State Park.He had successfully located the tracklayer, was rewarded, and removed from his harness. He suddenly collapsed as he was being walked out of the woods. He was transported to an animal hospital where he passed away.K9 Blue had served with the South Carolina Department of Natural Resources for three years."
K9,Chance,Unknown Breed,Male,7.0,2020-06-05,Friday,Accidental,"Homestead Police Department, Florida",Florida,5 years,,,"K9 Chance succumbed to complications of injuries he sustained on July 13th, 2019, while tracking a burglary suspect in the 3300 block of NE 7th Street.During the incident, K9 Chance suffered a spine injury that dislocated several vertebrae. He underwent surgery for the injury and complications arose that necessitated to be humanely euthanized.K9 Chance had served with the Homestead Police Department for five years."
K9,Diesel,German Shepherd,Male,6.0,2020-11-14,Saturday,Struck by vehicle,"Bartholomew County Sheriff's Office, Indiana",Indiana,4 years,,,"K9 Diesel was struck and killed by a vehicle while attempting an apprehension of a subject on two felony domestic battery warrants.K9 Diesel's handler located the subject's vehicle near the intersection of West 600th South and South 250th West. The man fled from the vehicle on foot when officers tried to stop it. K9 Diesel was released for an apprehension as the man ran into a heavily wooded area adjacent to I-65. Another officer located K9 Diesel's body along the interstate a short time later.The subject was found hiding in a nearby ravine a short time later. The subject was served with the original warrants and also charged with cruelty to a law enforcement animal, resisting law enforcement, domestic battery, strangulation, and intimidation.It was later determined that K9 Diesel had been struck by a vehicle while chasing the suspect across the interstate.K9 Diesel had served with the Bartholomew County Sheriff's Office for four years."
K9,Blue,Belgian Malinois,Male,5.0,2020-09-10,Thursday,Gunfire,"Gwinnett County Police Department, Georgia",Georgia,1 year,Gun; Unknown type,,"K9 Blue was shot and killed behind 1990 Willow Trail Parkway, in Norcross, while tracking a suspect who had fled from a stolen vehicle at about 2:30 pm.Gang Unit detectives were at the location when they discovered two suspects sitting inside of a stolen vehicle. When officers attempted to contact the subjects, both fled on foot in different directions. Officers assigned to the SWAT Unit arrived on the scene and K9 Blue began to track one of the suspects into the woods behind the location. K9 Blue located the suspect, and as officers issued commands, the man opened fire.K9 Blue was fatally wounded. Officers returned fire and killed the subject.K9 Blue had served with the Gwinnett Police Department for over one year and was the agency's first canine that was assigned full-time to the SWAT Unit."
